area_type,area,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11,metric_12,metric_13,metric_14,metric_15,metric_16,metric_17,metric_18,metric_19,metric_20,metric_21,metric_22,metric_23,metric_24,metric_25,metric_26,metric_27,metric_28
sla,N.16 Karambunai,-0.366,0.122,0.096,0.036,-0.259,-0.367,0.002,0.076,0.075,0.096,0.001,-0.246,0.05,-0.478,0.057,-0.101,0.035,0.042,0.181,0.16,0.03,-0.007,-0.033,-0.975,-0.646,-0.609,-0.9,-0.539
sla,N.17 Darau,-0.693,-0.508,-0.688,0.035,-0.674,-0.542,0.051,0.205,-0.021,0.123,0.001,-0.265,0.013,-0.22,0.09,-0.128,0.042,0.048,0.147,0.09,0.033,0.0,-0.004,0.006,-0.422,-0.609,-0.9,0.181
sla,N.18 Inanam,0.003,0.193,0.139,-0.956,0.204,-0.332,-0.55,0.012,0.05,0.065,-0.024,-0.267,-0.1,-0.202,0.061,-0.092,0.082,0.034,0.119,0.305,0.106,0.0,-0.136,-0.975,-0.254,-0.227,-0.9,-0.447
sla,N.19 Likas,-0.701,-0.371,-0.427,0.013,-0.503,-0.603,0.069,0.14,-0.006,0.009,-0.062,-0.312,-0.25,-0.151,0.219,0.052,-0.016,-0.76,0.251,0.132,0.19,0.0,-0.018,0.076,0.011,0.0,-0.9,-0.423
sla,N.20 Api-Api,-0.737,-0.495,-0.621,-0.25,-0.58,-0.669,0.102,0.234,-0.114,-0.022,0.006,-0.277,-0.122,-0.305,0.098,0.09,0.049,-0.674,0.14,0.302,0.141,0.0,0.0,0.043,0.245,-0.361,0.08,0.069
sla,N.21 Luyang,-0.71,-0.438,-0.483,-0.978,-0.631,-0.626,0.081,0.243,0.065,0.117,-0.03,-0.269,-0.192,0.191,0.208,0.076,0.008,-0.574,0.126,0.204,0.011,0.0,-0.031,0.051,0.061,-0.48,-0.124,-0.605
sla,N.22 Tanjong Aru,-0.622,-0.474,-0.042,0.043,-0.11,-0.745,-0.072,0.046,0.079,0.169,-0.029,-0.262,0.074,-0.216,0.073,-0.063,0.152,0.126,0.119,0.215,-0.037,0.0,-0.011,0.019,0.003,-0.37,-0.9,-0.411
sla,N.23 Petagas,-0.688,-0.268,-0.355,-0.434,-0.289,-0.111,0.046,0.1,0.046,0.065,-0.02,-0.262,0.006,-0.201,-0.098,-0.223,0.039,0.102,0.223,0.274,0.038,0.0,-0.022,-0.975,0.012,-0.497,-0.9,0.032
sla,N.24 Tanjung Keramat,-0.697,-0.299,-0.121,0.032,-0.53,-0.424,0.047,0.14,-0.021,0.118,0.001,-0.271,0.003,-0.107,0.121,0.017,-0.055,0.004,0.356,0.112,0.024,0.0,0.0,-0.975,-0.433,-0.53,-0.9,-0.367
sla,N.25 Kapayan,-0.671,-0.389,-0.64,-0.896,-0.649,-0.57,0.067,0.281,0.026,-0.022,-0.031,-0.278,-0.123,-0.103,0.08,-0.051,-0.042,-0.416,0.223,0.006,0.098,0.0,-0.002,0.017,-0.165,-0.622,-0.19,0.052
sla,N.26 Moyog,0.024,0.335,0.131,-0.75,0.348,-0.334,-0.763,-0.382,-0.191,0.074,0.01,-0.281,-0.142,-0.128,0.056,-0.135,-0.055,0.004,0.509,0.087,0.114,0.0,-0.067,0.008,-0.636,-0.075,-0.191,-0.228
sla,N.27 Limbahau,0.027,0.31,0.152,-0.793,0.374,-0.34,-0.79,-0.589,-0.03,0.194,0.001,-0.269,-0.193,-0.15,0.009,-0.125,0.049,0.049,0.398,-0.021,0.155,0.0,-0.054,-0.975,-0.546,0.053,-0.9,0.168
sla,N.28 Kawang,-0.512,-0.026,-0.166,0.005,0.007,-0.031,-0.634,0.032,-0.032,0.134,0.006,-0.23,0.013,-0.293,0.008,-0.164,-0.005,0.064,0.105,0.0,0.049,0.0,-0.005,-0.975,-0.709,-0.476,-0.9,-0.329
sla,N.29 Pantai Manis,-0.565,-0.379,-0.704,0.021,-0.225,-0.227,0.058,0.015,-0.056,0.199,0.008,-0.219,-0.102,0.031,0.005,-0.15,0.013,0.084,0.216,0.112,0.049,0.0,0.0,0.035,0.021,0.029,0.185,0.074
sla,N.30 Bongawan,0.038,0.266,0.102,-0.828,0.292,0.004,0.148,-0.625,-0.001,0.243,0.0,-0.26,-0.227,-0.205,-0.145,-0.227,0.051,0.111,0.384,-0.035,0.185,0.0,-0.066,-0.975,-0.461,0.072,-0.9,0.013
sla,N.31 Membakut,0.01,0.152,0.092,-0.58,0.17,0.086,-0.811,-0.578,0.03,0.088,-0.049,-0.284,0.037,0.113,-0.05,-0.215,0.077,0.171,0.105,0.132,-0.072,0.0,-0.039,-0.975,-0.111,0.08,-0.9,0.388
sla,N.32 Klias,0.02,0.19,-0.244,-0.442,0.233,-0.025,0.023,-0.567,0.036,0.188,-0.029,-0.273,-0.009,0.051,-0.218,-0.163,0.023,0.224,0.237,0.092,-0.01,-0.018,-0.103,0.029,0.038,0.065,0.15,0.317
sla,N.33 Kuala Penyu,0.022,-0.358,-0.776,0.037,0.164,0.012,0.01,-0.611,0.111,0.099,-0.047,-0.266,0.019,0.084,-0.286,-0.321,0.046,0.257,0.035,-0.087,-0.045,0.0,-0.096,0.037,-0.293,0.129,0.064,0.278
sla,N.34 Lumadan,0.066,0.165,0.089,0.004,0.258,0.016,0.007,-0.688,0.034,0.1,-0.044,-0.283,0.015,0.127,-0.107,-0.202,-0.045,0.044,0.119,-0.038,-0.057,0.0,-0.054,-0.975,-0.409,0.071,-0.9,0.2
sla,N.35 Sindumin,0.2,0.407,0.164,-0.956,0.386,-0.154,0.003,-0.734,-0.012,0.13,-0.015,-0.279,0.06,-0.067,-0.11,-0.289,0.008,0.048,0.202,0.034,-0.043,0.0,-0.015,0.019,0.013,0.041,0.096,0.179
sla,N.36 Kundasang,0.131,0.808,0.376,-0.872,0.329,-0.087,-0.823,-0.724,-0.025,0.192,0.015,-0.156,0.012,-0.114,-0.287,-0.3,0.113,0.258,0.488,0.294,0.014,-0.003,-0.457,-0.975,-0.051,0.08,-0.9,0.295
sla,N.37 Karanaan,0.001,0.396,0.185,-0.998,0.224,-0.219,-0.808,-0.419,-0.017,0.31,0.016,-0.152,-0.078,-0.187,-0.014,-0.097,0.035,0.093,0.14,0.302,0.09,0.0,-0.28,0.042,0.024,0.115,0.224,0.06
sla,N.38 Paginatan,0.134,0.523,0.223,-0.943,0.349,-0.246,-0.823,-0.721,0.024,0.251,0.014,-0.149,-0.032,-0.158,-0.273,-0.267,0.03,0.299,0.293,0.221,0.057,0.0,-0.589,-0.975,-0.305,0.076,-0.9,0.043
sla,N.39 Tambunan,0.098,0.617,0.199,-0.999,0.363,-0.319,-0.819,-0.706,0.057,0.081,-0.018,-0.258,0.104,0.061,-0.174,-0.163,0.047,0.115,0.112,-0.066,-0.113,0.0,-0.23,0.024,0.02,0.073,0.03,0.139
sla,N.40 Bingkor,0.018,0.37,0.149,-0.956,0.196,0.002,-0.802,-0.475,0.05,0.095,-0.023,-0.265,0.051,-0.061,-0.006,-0.097,0.057,0.104,0.328,-0.066,-0.035,0.0,-0.121,0.018,0.038,0.006,0.094,0.295
sla,N.41 Liawan,0.02,0.315,0.148,-0.968,0.172,-0.045,0.02,-0.332,0.021,0.035,-0.012,-0.263,0.057,-0.32,-0.067,-0.208,0.037,0.072,0.07,-0.132,-0.006,0.0,-0.157,-0.975,-0.689,-0.188,-0.9,0.16
sla,N.42 Melalap,0.037,0.276,0.181,-0.484,0.282,-0.165,-0.158,-0.654,-0.005,0.113,0.0,-0.265,0.024,0.004,-0.049,-0.158,0.025,0.034,0.077,-0.066,-0.018,0.0,-0.251,0.034,-0.205,0.089,0.178,0.131
sla,N.43 Kemabong,0.13,0.387,0.149,-0.839,0.38,-0.13,-0.345,-0.734,0.05,0.196,0.001,-0.238,0.033,-0.038,-0.272,-0.292,-0.15,0.245,0.195,-0.141,-0.02,0.0,-0.446,-0.975,0.003,0.074,-0.9,0.055
sla,N.44 Tulid,0.085,0.558,0.18,-0.988,0.266,0.029,-0.823,-0.728,-0.016,0.173,0.008,-0.199,0.028,-0.052,-0.164,-0.217,0.006,0.243,0.237,-0.042,-0.012,0.0,-0.308,-0.975,-0.168,0.06,-0.9,0.218
sla,N.45 Sook,0.107,0.263,0.062,-0.984,0.053,0.167,-0.822,-0.709,-0.04,0.102,0.006,-0.229,0.063,-0.318,-0.147,-0.326,-0.203,0.206,0.265,0.19,-0.012,0.0,-0.31,-0.975,-0.389,0.044,-0.9,0.029
sla,N.46 Nabawan,0.468,0.382,0.165,-0.958,0.407,-0.456,-0.825,-0.763,-0.056,0.29,0.015,-0.172,0.021,-0.247,-0.154,-0.233,-0.113,0.332,0.307,0.036,0.024,-0.003,-0.388,-0.975,-0.312,0.099,-0.9,0.006
sla,N.47 Telupid,0.159,0.333,0.188,-0.68,0.235,0.048,-0.823,-0.729,-0.099,-0.038,0.003,-0.287,0.031,-0.522,-0.249,-0.367,0.095,0.367,0.335,0.266,0.065,-0.027,-0.362,-0.975,-0.312,0.013,-0.9,0.32
sla,N.48 Sugut,0.289,0.235,0.2,0.004,0.191,0.101,-0.823,-0.746,-0.164,-0.024,0.006,-0.296,0.036,-0.461,-0.359,-0.525,0.033,0.469,0.188,0.154,0.046,-0.212,-0.589,-0.975,-0.302,0.044,-0.9,0.035
sla,N.49 Labuk,0.097,-0.242,-0.313,0.061,0.215,0.156,-0.819,-0.714,0.018,0.001,0.0,-0.255,0.133,-0.406,-0.266,-0.371,0.084,0.388,0.377,0.171,-0.068,0.0,-0.091,0.029,0.009,0.007,0.042,0.073
sla,N.50 Gum-Gum,0.048,-0.325,-0.353,0.016,0.117,0.249,-0.787,-0.483,-0.0,0.257,-0.066,-0.308,0.084,-0.365,-0.144,-0.238,0.052,0.213,0.286,0.325,-0.027,0.0,-0.089,-0.975,-0.565,-0.353,-0.9,0.032
sla,N.51 Sungai Manila,-0.243,-0.559,-0.773,0.009,0.155,0.056,-0.733,-0.155,0.078,0.385,-0.03,-0.258,0.019,-0.238,-0.055,-0.205,0.054,0.217,0.153,0.199,0.027,0.0,-0.009,-0.975,-0.544,-0.371,-0.9,0.036
sla,N.52 Sungai Sibuga,-0.591,-0.595,-0.716,0.036,-0.18,-0.195,-0.328,0.084,0.102,0.197,-0.051,-0.269,0.049,-0.051,0.039,-0.088,0.003,0.109,0.307,0.157,-0.035,-0.009,-0.014,-0.975,-0.456,-0.461,-0.9,0.021
sla,N.53 Sekong,0.021,-0.08,0.027,0.01,0.258,0.173,0.03,-0.149,-0.043,0.31,0.002,-0.265,-0.028,-0.199,0.09,0.026,0.053,0.016,0.293,0.269,0.063,0.0,0.0,0.001,-0.669,-0.411,-0.9,0.029
sla,N.54 Karamunting,-0.701,-0.1,0.055,0.003,-0.08,-0.377,-0.116,0.11,0.069,0.455,0.0,-0.237,-0.084,-0.116,-0.13,-0.165,-0.026,0.18,0.119,0.123,0.079,0.0,0.0,-0.975,-0.35,-0.113,-0.9,0.041
sla,N.55 Elopura,-0.671,-0.149,0.0,0.015,-0.375,-0.195,0.009,0.238,0.032,0.29,-0.046,-0.286,0.004,-0.097,0.079,0.108,0.089,0.088,0.3,0.215,0.022,0.0,-0.008,0.011,-0.183,-0.478,-0.484,-0.157
sla,N.56 Tanjong Papat,-0.737,-0.263,0.046,0.061,-0.226,-0.691,-0.628,0.225,0.021,0.315,0.001,-0.248,-0.024,-0.082,-0.274,-0.319,-0.029,0.285,0.153,0.33,0.038,0.0,0.0,0.045,0.078,-0.56,0.086,0.129
sla,N.57 Kuamut,0.849,0.348,0.16,-0.876,0.399,0.01,-0.825,-0.764,-0.108,0.027,0.002,-0.301,0.11,-0.346,-0.42,-0.351,0.057,0.55,0.53,0.014,-0.053,-0.23,-0.481,-0.975,-0.482,0.002,-0.9,-0.204
sla,N.58 Lamag,0.155,0.064,0.024,-0.529,0.146,0.149,-0.819,-0.695,-0.144,0.152,0.011,-0.248,0.026,-0.543,-0.182,-0.398,0.034,0.382,0.579,0.106,0.076,0.0,-0.081,0.009,-0.619,-0.366,0.043,0.029
sla,N.59 Sukau,0.378,0.0,-0.756,0.011,0.196,0.133,-0.819,-0.706,-0.128,0.114,0.004,-0.299,0.098,-0.625,-0.077,-0.358,0.039,0.204,0.244,0.064,-0.004,0.0,-0.259,-0.975,-0.702,-0.366,-0.9,0.012
sla,N.60 Tungku,0.246,0.118,0.045,0.001,0.302,0.104,-0.175,-0.701,-0.096,0.114,0.001,-0.298,0.046,-0.55,-0.079,-0.186,0.034,0.135,0.321,0.243,0.049,0.0,-0.174,-0.975,-0.327,-0.311,-0.9,0.013
sla,N.61 Segama,0.077,0.033,0.043,-0.856,0.15,0.29,0.026,-0.487,-0.05,0.15,-0.015,-0.296,0.048,-0.344,0.019,-0.092,0.067,0.122,0.377,0.092,0.008,-0.006,-0.12,-0.053,-0.655,-0.456,-0.5,0.02
sla,N.62 Silam,0.226,0.206,0.135,-0.88,0.39,-0.428,0.02,-0.731,-0.011,0.17,-0.045,-0.302,0.052,-0.364,-0.232,-0.32,-0.005,0.206,0.349,0.207,0.008,0.0,-0.346,-0.975,0.036,-0.395,0.002,0.118
sla,N.63 Kunak,0.073,0.103,0.068,-0.758,0.22,0.192,-0.807,-0.583,-0.09,0.382,0.0,-0.302,0.116,-0.388,-0.13,-0.248,0.056,0.193,0.537,0.081,-0.055,0.0,-0.028,0.005,-0.632,-0.412,-0.283,0.218
sla,N.64 Sulabayan,0.005,0.07,0.218,0.014,0.217,-0.575,0.0,-0.323,-0.018,0.475,-0.005,-0.27,0.195,-0.274,-0.437,-0.438,-0.172,0.693,0.391,-0.171,-0.137,-0.06,-0.202,-0.975,-0.674,-0.022,-0.9,-0.493
sla,N.65 Senallang,0.01,0.057,-0.378,0.021,0.086,0.237,-0.74,-0.177,0.08,0.327,-0.058,-0.285,0.182,-0.279,-0.157,-0.211,0.22,0.161,0.586,-0.139,-0.125,0.0,-0.016,-0.975,-0.297,-0.219,0.042,0.116
sla,N.66 Bugaya,0.033,0.073,0.099,0.005,0.146,0.187,-0.79,-0.378,0.016,0.354,-0.043,-0.289,0.193,-0.298,-0.081,-0.168,0.084,0.278,0.307,0.011,-0.133,0.0,-0.091,0.004,-0.785,-0.573,-0.9,-0.376
sla,N.67 Balung,0.061,0.21,0.073,-0.966,0.186,0.065,-0.777,-0.542,-0.041,0.155,0.004,-0.255,0.056,-0.33,0.006,-0.218,-0.037,0.097,0.251,0.271,-0.004,0.0,-0.012,-0.975,-0.686,-0.409,-0.9,-0.36
sla,N.68 Apas,0.016,0.024,0.045,0.027,-0.006,0.215,0.045,0.001,-0.041,0.299,-0.02,-0.295,0.069,-0.348,-0.24,-0.351,-0.029,0.26,0.223,0.232,-0.014,0.0,-0.021,-0.975,-0.824,-0.588,-0.9,-0.298
sla,N.69 Sri Tanjong,-0.671,-0.477,-0.568,-0.295,-0.601,-0.478,0.075,0.138,0.026,0.194,-0.008,-0.259,0.046,-0.042,0.069,-0.108,0.075,-0.258,0.119,0.271,-0.033,0.0,0.0,0.063,0.084,-0.254,0.035,0.013
sla,N.70 Kukusan,-0.719,-0.252,-0.654,-0.266,-0.626,-0.594,0.065,0.163,0.054,0.202,0.006,-0.215,0.025,-0.075,0.219,0.063,0.071,0.048,0.579,0.067,-0.008,0.0,-0.004,-0.975,-0.742,-0.283,-0.9,-0.351
sla,N.71 Tanjung Batu,-0.706,-0.325,0.004,0.051,-0.502,-0.576,0.022,0.167,0.096,0.269,-0.067,-0.285,0.035,-0.058,-0.06,-0.284,0.006,0.138,0.6,-0.009,-0.02,-0.03,-0.004,-0.975,-0.876,-0.502,-0.9,-0.101
sla,N.72 Merotai,0.058,0.229,0.081,-0.04,0.22,0.12,-0.789,-0.553,-0.057,0.159,0.0,-0.289,0.052,-0.236,-0.053,-0.184,0.023,0.032,0.314,0.003,-0.012,0.0,-0.004,-0.975,-0.563,-0.419,-0.9,0.179
sla,N.73 Sebatik,0.272,0.271,0.008,0.017,0.233,0.192,-0.822,-0.732,-0.122,0.033,0.001,-0.319,0.043,-0.469,-0.222,-0.333,-0.124,0.223,0.293,0.168,0.038,0.0,-0.053,-0.975,-0.415,-0.378,-0.9,-0.023
sla,N.01 Opar,0.066,0.291,0.167,-0.713,0.196,0.227,0.006,-0.71,-0.098,0.009,0.008,0.002,-0.059,0.017,-0.21,-0.226,-0.09,0.029,-0.23,0.087,0.033,0.0,-0.294,-0.975,-0.521,0.08,-0.9,0.179
sla,N.02 Tasik Biru,0.024,0.078,0.147,-0.97,0.303,-0.044,0.033,-0.58,-0.008,0.113,0.004,0.006,-0.163,0.069,-0.032,-0.081,0.013,0.044,-0.096,-0.023,0.063,0.0,-0.079,0.027,-0.32,0.095,0.038,0.319
sla,N.03 Tanjong Datu,0.058,0.138,-0.308,0.071,0.251,0.097,0.024,-0.722,-0.019,-0.043,0.002,0.003,0.004,0.065,-0.146,-0.192,0.042,0.035,-0.287,-0.063,-0.023,0.0,-0.313,0.059,0.001,0.102,0.316,0.388
sla,N.04 Pantai Damai,0.004,0.126,-0.469,0.27,0.026,-0.34,0.069,0.0,0.078,0.154,-0.015,0.003,0.01,-0.252,0.067,0.007,-0.003,0.047,0.07,-0.08,0.044,0.0,-0.028,-0.975,-0.728,-0.276,-0.9,0.218
sla,N.05 Demak Laut,0.016,0.006,0.021,0.221,0.04,-0.495,0.044,-0.393,0.087,0.06,-0.037,-0.005,-0.022,-0.219,-0.037,-0.041,-0.063,0.09,0.028,0.048,0.065,-0.014,-0.004,-0.975,-0.473,-0.104,-0.9,0.156
sla,N.06 Tupong,-0.318,0.139,0.112,0.009,0.119,-0.238,0.023,0.032,0.11,0.068,-0.035,0.001,-0.053,-0.234,0.093,0.043,0.02,-0.158,-0.077,-0.045,0.084,0.0,-0.006,-0.975,-0.541,-0.311,-0.9,0.02
sla,N.07 Samariang,-0.679,-0.518,-0.781,0.058,-0.312,-0.322,0.055,0.113,0.139,0.186,-0.028,0.004,-0.039,-0.001,0.226,0.169,0.028,0.015,0.16,-0.016,0.033,0.0,-0.022,0.014,-0.329,-0.239,0.003,0.088
sla,N.08 Satok,-0.71,-0.647,-0.764,0.263,-0.266,-0.445,0.11,0.056,0.143,0.0,-0.051,0.001,-0.201,0.117,0.06,-0.067,0.009,0.034,-0.115,0.05,0.057,0.0,-0.009,0.067,0.217,-0.416,-0.9,0.199
sla,N.09 Padungan,-0.728,-0.567,-0.72,0.052,-0.68,-0.825,0.132,0.099,0.052,-0.15,-0.038,-0.01,-0.276,0.155,0.032,0.014,0.038,-0.287,-0.153,-0.009,0.079,0.0,0.0,0.069,0.364,0.175,0.581,0.357
sla,N.10 Pending,-0.693,-0.577,-0.784,0.194,-0.706,-0.698,0.077,0.112,0.022,0.009,-0.003,0.001,-0.191,0.122,-0.061,-0.008,0.076,-0.057,-0.096,0.014,0.049,0.0,0.0,0.111,0.031,0.001,0.017,0.099
sla,N.11 Batu Lintang,-0.688,-0.608,-0.809,-0.489,-0.588,-0.676,0.021,0.191,0.145,-0.007,-0.054,0.0,-0.147,0.17,0.127,0.146,0.097,-0.373,0.112,-0.066,-0.002,0.0,-0.014,0.041,0.031,-0.295,0.029,-0.004
sla,N.12 Kota Sentosa,-0.6,-0.58,-0.764,-0.914,-0.34,-0.241,0.064,0.077,0.043,-0.029,-0.017,0.0,-0.185,0.074,0.201,0.156,0.016,-0.674,0.007,0.12,0.071,0.0,-0.016,0.023,0.005,-0.226,-0.9,-0.127
sla,N.13 Batu Kitang,-0.401,-0.456,-0.641,0.002,0.022,-0.275,0.002,0.023,0.081,0.045,-0.016,0.003,-0.089,0.018,0.069,0.045,0.03,-0.258,0.112,0.059,0.049,0.0,-0.003,-0.975,-0.159,-0.301,-0.9,0.088
sla,N.14 Batu Kawah,-0.406,-0.497,-0.727,0.007,0.045,-0.127,-0.269,0.04,0.064,0.139,-0.021,0.001,-0.143,-0.046,0.083,0.076,0.025,-0.459,0.042,-0.049,0.101,0.0,-0.019,-0.975,-0.771,-0.451,-0.9,-0.322
sla,N.15 Asajaya,0.006,-0.634,-0.817,0.068,0.22,0.22,-0.326,-0.522,0.038,0.059,-0.098,-0.076,0.028,0.067,-0.25,-0.15,0.033,0.167,-0.23,-0.15,-0.047,0.0,-0.018,-0.975,-0.483,0.085,-0.9,0.342
sla,N.16 Muara Tuang,0.018,-0.528,-0.653,0.012,0.134,0.114,-0.643,-0.266,0.418,-0.098,-0.152,-0.019,-0.235,-0.388,-0.026,-0.081,0.016,0.06,0.133,0.056,0.234,-0.016,-0.003,-0.975,-0.471,0.017,0.029,0.076
sla,N.17 Stakan,-0.313,-0.258,-0.407,0.026,0.103,-0.036,0.001,0.023,0.053,-0.07,-0.024,-0.004,0.016,-0.303,0.109,0.048,-0.053,-0.373,-0.038,-0.078,0.046,0.0,-0.029,0.02,-0.611,-0.51,-0.9,0.04
sla,N.18 Serembu,0.011,0.184,0.16,-0.926,0.37,-0.3,-0.8,-0.609,-0.018,0.191,0.003,0.003,-0.143,0.016,-0.207,-0.217,0.028,0.042,0.014,-0.016,0.082,-0.032,-0.036,-0.975,-0.392,0.088,-0.9,0.15
sla,N.19 Mambong,0.026,0.216,0.171,0.008,0.337,-0.328,0.045,-0.536,-0.04,0.103,0.005,0.004,-0.009,0.006,-0.033,-0.117,-0.058,0.022,0.153,-0.031,0.011,0.0,-0.114,-0.975,-0.543,0.035,0.015,0.419
sla,N.20 Tarat,0.027,0.124,0.16,-0.976,0.267,0.001,0.016,-0.622,0.03,-0.002,0.001,0.005,-0.057,0.115,-0.188,-0.106,0.029,0.113,-0.134,-0.049,-0.016,-0.023,-0.126,-0.975,-0.709,0.139,-0.9,0.465
sla,N.21 Tebedu,0.025,0.138,0.152,-0.997,0.286,-0.143,-0.364,-0.635,0.077,0.09,-0.045,-0.013,-0.101,0.099,-0.324,-0.292,0.092,0.245,0.091,-0.016,0.011,0.0,-0.244,-0.975,-0.525,0.121,-0.9,0.182
sla,N.22 Kedup,0.018,0.121,0.093,-0.997,0.224,0.191,-0.394,-0.638,-0.019,0.012,-0.03,-0.05,-0.128,0.061,-0.3,-0.292,-0.177,0.17,0.112,-0.035,0.049,-0.04,-0.474,-0.975,-0.605,0.156,-0.9,0.127
sla,N.23 Bukit Semuja,0.032,0.124,0.13,-0.964,0.219,0.068,0.027,-0.658,0.055,0.036,0.0,0.005,-0.069,0.087,0.02,-0.075,0.018,0.062,-0.096,-0.054,0.0,0.0,-0.087,0.041,0.022,0.038,0.075,0.311
sla,N.24 Sadong Jaya,-0.419,-0.652,-0.881,0.256,-0.024,0.041,-0.403,-0.325,0.06,0.016,-0.089,-0.069,0.031,0.115,-0.206,-0.335,0.075,0.073,-0.287,0.095,-0.068,-0.065,-0.019,-0.975,-0.097,0.06,-0.9,0.175
sla,N.25 Simunjan,0.012,0.007,0.038,0.102,0.1,0.272,0.005,-0.658,-0.008,0.045,0.003,0.003,-0.013,0.066,-0.279,-0.266,0.032,0.169,-0.057,0.106,-0.014,-0.029,-0.243,0.081,-0.697,0.157,-0.9,0.379
sla,N.26 Gedong,0.036,0.059,0.072,0.024,0.293,0.447,-0.247,-0.726,-0.111,-0.011,0.01,0.002,-0.107,0.042,-0.358,-0.285,0.013,0.108,0.174,0.146,0.046,0.0,-0.261,-0.975,-0.354,0.104,0.227,0.149
sla,N.27 Sebuyau,0.03,0.024,-0.709,0.18,0.182,0.111,-0.426,-0.71,-0.008,0.071,0.002,0.002,0.01,0.137,-0.307,-0.26,0.062,0.158,-0.057,0.14,-0.055,0.0,-0.266,-0.975,-0.423,0.175,-0.9,0.325
sla,N.28 Lingga,0.063,-0.067,-0.85,0.288,0.118,0.001,-0.079,-0.743,0.045,0.148,0.002,0.006,0.067,0.147,-0.308,-0.255,-0.161,0.177,0.119,0.118,-0.111,-0.033,-0.019,0.094,0.107,0.054,0.503,-0.273
sla,N.29 Beting Maro,0.024,-0.495,-0.762,0.215,0.199,0.276,0.001,-0.673,0.046,0.038,0.0,0.004,0.111,0.034,-0.394,-0.31,-0.203,0.377,-0.211,0.078,-0.109,0.0,-0.135,-0.975,-0.16,0.049,-0.9,0.106
sla,N.30 Balai Ringin,0.09,0.122,0.099,-0.968,0.348,0.19,-0.274,-0.741,-0.065,-0.021,0.008,0.005,-0.097,0.198,-0.359,-0.276,0.018,0.15,-0.134,0.106,-0.033,0.0,-0.557,-0.975,-0.129,0.186,-0.9,0.17
sla,N.31 Bukit Begunan,0.07,0.126,0.113,0.006,0.323,0.282,0.005,-0.722,-0.113,0.092,0.009,0.002,-0.027,0.175,-0.387,-0.32,-0.074,0.057,0.014,0.132,-0.051,-0.036,-0.306,-0.975,-0.617,0.071,-0.9,-0.231
sla,N.32 Simanggang,0.011,0.125,0.125,-0.563,0.261,0.043,0.015,-0.481,0.112,0.135,0.003,0.012,-0.162,0.106,-0.048,-0.101,0.003,-0.115,0.07,0.112,0.041,0.0,-0.084,-0.975,-0.843,0.016,-0.9,0.023
sla,N.33 Engkilili,0.089,0.228,0.101,-0.751,0.365,0.031,-0.127,-0.747,0.034,-0.059,0.003,0.006,-0.195,0.255,-0.342,-0.343,-0.177,0.001,-0.096,0.053,-0.016,0.0,-0.204,0.079,-0.456,0.28,-0.9,0.118
sla,N.34 Batang Ai,0.144,0.228,0.156,0.045,0.345,-0.33,-0.0,-0.755,0.069,-0.012,0.0,0.005,-0.144,0.183,-0.274,-0.074,0.07,0.049,0.014,0.07,-0.008,0.0,-0.193,-0.975,0.038,0.137,-0.9,0.023
sla,N.35 Saribas,0.019,-0.515,-0.776,0.137,0.182,0.265,-0.141,-0.69,0.108,0.122,0.001,0.01,0.028,0.047,-0.342,-0.213,-0.09,0.295,0.007,-0.038,-0.039,0.0,-0.265,-0.975,-0.679,0.104,-0.9,0.084
sla,N.36 Layar,0.019,0.08,0.055,-0.841,0.266,0.074,0.007,-0.68,-0.111,-0.006,0.01,0.004,-0.192,0.051,-0.142,-0.103,0.015,0.061,0.167,-0.136,0.093,0.0,-0.109,-0.975,0.05,0.135,0.416,0.081
sla,N.37 Bukit Saban,0.032,0.054,0.017,-0.588,0.334,0.078,0.017,-0.721,0.031,0.02,-0.017,-0.006,-0.116,0.171,-0.353,-0.143,0.085,0.156,-0.038,-0.16,-0.016,-0.025,-0.077,-0.975,-0.057,0.129,-0.9,0.045
sla,N.38 Kalaka,0.02,-0.433,-0.705,0.068,0.238,0.311,-0.811,-0.683,0.1,0.041,0.002,0.01,-0.129,0.025,-0.147,-0.113,0.005,0.015,0.084,0.118,0.068,0.0,-0.08,-0.975,-0.219,0.132,0.174,0.339
sla,N.39 Krian,0.052,0.025,0.025,-0.977,0.302,0.102,0.005,-0.719,0.166,0.053,-0.01,0.009,-0.28,0.118,-0.344,-0.237,0.014,0.126,-0.153,-0.063,0.103,0.0,-0.1,0.062,-0.548,0.369,0.132,0.136
sla,N.40 Kabong,0.019,-0.438,-0.67,0.137,0.146,0.237,-0.096,-0.679,0.119,0.098,-0.022,0.003,-0.067,0.064,-0.336,-0.222,-0.116,0.225,0.049,0.129,0.011,0.0,-0.041,-0.975,-0.236,0.078,-0.9,0.268
sla,N.41 Kuala Rajang,0.048,-0.209,-0.842,0.367,0.043,-0.024,0.04,-0.702,0.063,-0.073,0.0,0.005,-0.058,0.017,-0.278,-0.148,0.014,0.074,-0.077,-0.009,0.03,0.0,-0.034,0.049,-0.618,0.103,-0.9,0.262
sla,N.42 Semop,0.085,-0.608,-0.75,0.195,0.148,0.232,0.0,-0.742,-0.065,-0.07,0.004,0.0,-0.014,0.024,-0.284,-0.217,-0.055,0.125,0.035,0.008,0.005,0.0,-0.21,-0.975,-0.285,0.094,-0.9,0.476
